Aeugst am Albis;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Affoltern am Albis;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Bonstetten;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hausen am Albis;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hedingen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Kappel am Albis;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Knonau;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Maschwanden;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Mettmenstetten;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Obfelden;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Ottenbach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Rifferswil;"Regine Aeppli, Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Markus Kägi, Markus Notter, "
Stallikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wettswil am Albis;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Adlikon;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Andelfingen;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Benken;"Regine Aeppli, Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Markus Kägi, Markus Notter, "
Berg am Irchel;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Buch am Irchel;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dachsen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dorf;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Feuerthalen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Flaach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Flurlingen;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Henggart;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Humlikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Kleinandelfingen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Laufen-Uhwiesen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Marthalen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Oberstammheim;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Ossingen;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Rheinau;"Regine Aeppli, Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Thalheim an der Thur;"Regine Aeppli, Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Trüllikon;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Truttikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Unterstammheim;"Regine Aeppli, Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Markus Kägi, Markus Notter, "
Volken;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Waltalingen;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Bachenbülach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Bassersdorf;"Regine Aeppli, Martin Bäumle, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Bülach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dietlikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Eglisau;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Embrach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Freienstein-Teufen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Glattfelden;"Martin Bäumle, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hochfelden;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Höri;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hüntwangen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Kloten;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Lufingen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Nürensdorf;"Regine Aeppli, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Oberembrach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Opfikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Rafz;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Rorbas;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wallisellen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wasterkingen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wil;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Winkel;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Bachs;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Boppelsen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Buchs;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dällikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dänikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dielsdorf;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hüttikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Neerach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Niederglatt;"Martin Bäumle, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Niederhasli;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Niederweningen;"Regine Aeppli, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Oberglatt;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Oberweningen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Otelfingen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Regensberg;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Regensdorf;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Rümlang;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Schleinikon;"Regine Aeppli, Martin Bäumle, Rita Fuhrer, Ursula Gut-Winteberger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Schöfflisdorf;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Stadel;"Martin Bäumle, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Steinmaur;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Weiach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Aesch;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Birmensdorf;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dietikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Geroldswil;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Oberengstringen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Oetwil an der Limmat;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Schlieren;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Uitikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Unterengstringen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Urdorf;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Weiningen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Bäretswil;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Bubikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dürnten;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Fischenthal;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Gossau;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Grüningen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hinwil;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Rüti;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Seegräben;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wald;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wetzikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Adliswil;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hirzel;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Horgen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hütten;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Kilchberg;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Langnau am Albis;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Oberrieden;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Richterswil;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Rüschlikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Schönenberg;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Thalwil;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wädenswil;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Erlenbach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Herrliberg;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hombrechtikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Küsnacht;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Männedorf;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Meilen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Oetwil am See;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Stäfa;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Uetikon am See;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Zollikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Zumikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Bauma;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Fehraltorf;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hittnau;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Illnau-Effretikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Kyburg;"Regine Aeppli, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Lindau;"Regine Aeppli, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Pfäffikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Russikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Sternenberg;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Weisslingen;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wila;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wildberg;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dübendorf;"Regine Aeppli, Martin Bäumle, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Egg;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Fällanden;"Regine Aeppli, Martin Bäumle, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Greifensee;"Regine Aeppli, Martin Bäumle, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Maur;"Martin Bäumle, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Mönchaltorf;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Schwerzenbach;"Regine Aeppli, Martin Bäumle, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Uster;"Regine Aeppli, Martin Bäumle, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Volketswil;"Martin Bäumle, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wangen-Brüttisellen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Altikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Bertschikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Brütten;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dägerlen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dättlikon;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Dinhard;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Elgg;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Ellikon an der Thur;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Elsau;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hagenbuch;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hettlingen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Hofstetten;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Neftenbach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Pfungen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Rickenbach;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Schlatt;"Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Seuzach;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Turbenthal;"Regine Aeppli, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Wiesendangen;"Regine Aeppli, Rita Fuhrer, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Winterthur;"Regine Aeppli, Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Zell;"Regine Aeppli, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "
Zürich, Kreise 1 & 2;"Regine Aeppli, Martin Bäumle, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Zürich, Kreis 3;"Regine Aeppli, Martin Bäumle, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Zürich, Kreise 4 & 5;"Regine Aeppli, Martin Bäumle, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Zürich, Kreis 6;"Regine Aeppli, Martin Bäumle, Rita Fuhrer, Martin Graf, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Zürich, Kreise 7 & 8;"Regine Aeppli, Martin Bäumle, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Zürich, Kreis 9;"Regine Aeppli, Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Zürich, Kreis 10;"Regine Aeppli, Martin Bäumle, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Zürich, Kreis 11;"Regine Aeppli, Rita Fuhrer, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Notter, "
Zürich, Kreis 12;"Regine Aeppli, Martin Graf, Ursula Gut-Winteberger, Thomas Heiniger, Hans Hollenstein, Markus Kägi, Markus Notter, "